,d_names,a_names,sim_score,admit_rate
400,Seattle,Seattle University,0.7071067811865475,0.7322625698324022
401,LIU Post,LIU Post,0.9999999999999998,0.8066988835194134
402,Barry,Barry University,0.7071067811865475,0.4678138942001275
403,Mount Ida,Mount Ida College,0.816496580927726,0.606495149725854
404,Holy Cross (Ind.),Holy Cross College,0.6666666666666669,0.7230769230769231
405,Shippensburg,Shippensburg University of Pennsylvania,0.5773502691896258,0.8340897629853757
406,Longwood,Longwood University,0.7071067811865475,0.8135635018495684
407,Wittenberg,Wittenberg University,0.7071067811865475,0.8932499051952977
408,Gettysburg,Gettysburg College,0.7071067811865475,0.41628461397395927
409,Regis,Regis University,0.7071067811865475,0.6986027944111777
410,Green Mountain,Green Mountain College,0.816496580927726,0.7554980595084088
411,Methodist,Methodist University,0.7071067811865475,0.6121598430987987
412,Stevenson,Stevenson University,0.7071067811865475,0.5959007145543438
413,John Carroll,John Carroll University,0.816496580927726,0.833378124160172
414,Quinnipiac,Quinnipiac University,0.7071067811865475,0.6722063867819701
415,Marietta,Marietta College,0.7071067811865475,0.6386756238003839
416,Francis Marion,Francis Marion University,0.816496580927726,0.5666919767147558
417,Lander,Lander University,0.7071067811865475,0.42161839355031355
418,Wheeling Jesuit University,Wheeling Jesuit University,1.0000000000000002,0.6891891891891891
419,Goldey-Beacom College,Brewton-Parker College,1.0,0.5136842105263157
420,Post,LIU Post,0.7071067811865475,0.8066988835194134
421,UC Santa Cruz,University of California-Santa Cruz,0.5773502691896258,0.5990584542958023
422,Princeton,Princeton University,0.7071067811865475,0.07407826710441903
423,Ripon,Ripon College,0.7071067811865475,0.7515151515151515
424,Barton,Barton College,0.7071067811865475,0.41766109785202865
425,Lindenwood - Belleville,Lindenwood University,0.4999999999999999,0.6629180230837526
426,Hardin-Simmons,Simmons College,0.7071067811865475,0.4897381457891012
427,Seton Hill,Seton Hill University,0.816496580927726,0.652029826014913
428,Charleston,College of Charleston,0.7071067811865475,0.7031019202363368
429,William & Mary,College of William and Mary,0.816496580927726,0.332123024348569
430,Albany,SUNY at Albany,0.7071067811865475,0.5545377278307678
431,Bellarmine,Bellarmine University,0.7071067811865475,0.9478365384615385
432,Dayton,University of Dayton,0.7071067811865475,0.529741077676697
433,Pomona-Pitzer,Pitzer College,0.4999999999999999,0.1450789793438639
434,Vermont,University of Vermont,0.7071067811865475,0.7755238818640812
435,King University,King University,0.9999999999999998,0.6377277599142551
436,Arizona Christian,Arizona Christian University,0.816496580927726,0.6075581395348837
437,Cal Poly Pomona,Pomona College,0.408248290463863,0.13924227596812527
438,Oregon State,Oregon State University,0.816496580927726,0.7893507330433381
439,Buena Vista,Buena Vista University,0.816496580927726,0.6955287437899219
440,Southwestern,Southwestern College,0.7071067811865475,0.8967889908256881
441,DePaul,DePaul University,0.7071067811865475,0.5986871774314777
442,Wisconsin-Oshkosh,University of Wisconsin-Whitewater,0.7071067811865475,0.8467741935483871
443,Florida Atlantic,Florida Atlantic University,0.816496580927726,0.4773192976817068
444,Ferrum,Ferrum College,0.7071067811865475,0.7411369193154034
445,Harding,Harding University,0.7071067811865475,0.7628440366972477
446,Stanford,Stanford University,0.7071067811865475,0.056866179046049244
447,Whitworth,Whitworth University,0.7071067811865475,0.6451533135509396
448,Hastings,Hastings College,0.7071067811865475,0.736429038587312
449,Wisconsin-Milwaukee,University of Wisconsin-Milwaukee,0.816496580927726,0.8608005366726297
450,Siena College,Siena College,0.9999999999999998,0.6805246226181638
451,South Carolina,University of South Carolina-Aiken,0.816496580927726,0.5122137404580153
452,Felician,Felician College,0.7071067811865475,0.8819400127632419
453,Humboldt State,Humboldt State University,0.816496580927726,0.8017638805371818
454,Philadelphia,Philadelphia University,0.7071067811865475,0.6408450704225352
455,Otterbein,Otterbein University,0.7071067811865475,0.7374055415617129
456,Hamline,Hamline University,0.7071067811865475,0.6556755179457251
457,SUNY New Paltz,State University of New York at New Paltz,0.6123724356957945,0.43592925845485575
458,Lesley,Lesley University,0.7071067811865475,0.6748560460652591
459,Saint Louis,Saint Louis University,0.816496580927726,0.6442602136081859
460,Marquette,Marquette University,0.7071067811865475,0.5745134858313418
461,Avila,Avila University,0.7071067811865475,0.6108041743400859
462,University of Rochester,University of Rochester,0.9999999999999998,0.35681976339596383
463,Mercer,Mercer University,0.7071067811865475,0.6899585921325052
464,Saint Vincent,Saint Vincent College,0.816496580927726,0.6874692874692875
465,Marist,Marist College,0.7071067811865475,0.3744565742440344
466,St. Bonaventure,St Bonaventure University,0.816496580927726,0.7999273783587509
467,McDaniel,McDaniel College,0.7071067811865475,0.7586675730795377
468,SUNY Potsdam,SUNY College at Potsdam,0.816496580927726,0.6836691855583543
469,Biola,Biola University,0.7071067811865475,0.7286129568106312
470,Butler,Butler University,0.7071067811865475,0.6610024580527947
471,Notre Dame de Namur,Notre Dame de Namur University,0.8944271909999159,0.8720083246618107
472,Georgia Southwestern,Georgia Southwestern State University,0.7071067811865475,0.6803212851405622
473,Oakland,Oakland University,0.7071067811865475,0.6600382727348365
474,U.S. Coast Guard Academy,California Maritime Academy,0.3333333333333334,0.748040313549832
475,Cal State Fullerton,California State University-Fullerton,0.5773502691896258,0.45791462129584415
476,SUNY Purchase,SUNY at Purchase College,0.816496580927726,0.3319452706722189
477,Guilford,Guilford College,0.7071067811865475,0.6818481848184819
478,Utica,Utica College,0.7071067811865475,0.8541610192464082
479,Manhattanville,Manhattanville College,0.7071067811865475,0.7674300254452926
480,Metropolitan State College-Denver,Metropolitan State University of Denver,0.75,0.7116072950400545
481,Colby,Colby College,0.7071067811865475,0.26040318106158683
482,Carthage,Carthage College,0.7071067811865475,0.70183997769724
483,Alderson-Broaddus,Alderson Broaddus University,0.816496580927726,0.4321340964840556
484,Caldwell,Caldwell College,0.7071067811865475,0.6407506702412868
485,Eckerd,Eckerd College,0.7071067811865475,0.7103783231083844
486,Rollins,Rollins College,0.7071067811865475,0.5889194332839924
487,Loyola Marymount,Loyola Marymount University,0.816496580927726,0.5412308228730823
488,Salve Regina,Salve Regina University,0.816496580927726,0.6706114398422091
489,Loyola (MD),Loyola Marymount University,0.408248290463863,0.5412308228730823
490,Lafayette,Lafayette College,0.7071067811865475,0.3414129470883831
491,San Diego,University of San Diego,0.816496580927726,0.48853195399169674
492,Penn State,Pennsylvania State University-Penn State Shenango,0.7499999999999998,0.6943231441048034
493,Hanover College,Hanover College,0.9999999999999998,0.667296786389414
494,Southern Virginia,Southern Virginia University,0.816496580927726,0.9986893840104849
495,Saint Joseph's,University of Saint Joseph,0.816496580927726,0.8569767441860465
496,Illinois-Springfield,University of Illinois at Springfield,0.816496580927726,0.5976855003403676
497,Eastern Mennonite,Eastern Mennonite University,0.816496580927726,0.6505125815470643
498,Dallas Baptist,Dallas Baptist University,0.816496580927726,0.42303306727480045
499,Manchester University,Manchester University,0.9999999999999998,0.7116173120728929
500,George Washington,George Washington University,0.816496580927726,0.33080529509100937
501,Bridgeport,University of Bridgeport,0.7071067811865475,0.6385289634146342
